Código;Grupo/Família (Abrev.);Nome do produto;Unidade;Preco_Unit;Cobre_kg;Aluminio_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg
2704;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x1,0 MM;M;1.8642e+16;179999999999999.97;0.0;3.96;0.0;0.0;5.76
2705;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x1,5 MM;M;3405.0;0.34;0.0;0.07;0.0;0.0;1.04
2706;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x2,5 MM;M;0.0;3.96;0.0;12.77;0.0;0.0;227.53
2711;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x25 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2712;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2713;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2714;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2715;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x4 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2716;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x6 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2721;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 5x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2722;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 5x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2723;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 6x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2724;CABO ELETRICO IMPERIUM (TERCEIROS);CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 6x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0;0.0
